學年度,縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
105,10,嘉義縣,100402,國立民雄農工,71,37,1,1,9,20,39,1005,161,339,60
105,10,嘉義縣,101405,私立協志工商,70,46,35,30,11,15,90,1893,1420,612,439
105,10,嘉義縣,101406,私立萬能工商,45,26,0,0,17,10,44,1261,744,467,247
105,10,嘉義縣,101407,私立弘德工商,12,2,6,1,1,3,10,122,78,41,26
105,11,臺南市,110401,國立新化高工,49,44,12,8,11,14,39,1065,231,343,91
105,11,臺南市,110403,國立白河商工,32,37,0,0,11,16,26,417,155,119,52
105,11,臺南市,110404,國立北門農工,74,66,9,13,13,20,56,1207,513,379,196
105,11,臺南市,110405,國立曾文家商,26,48,4,6,7,11,30,211,798,77,309
105,11,臺南市,110406,國立新營高工,74,40,3,0,14,17,46,1118,330,355,106
105,11,臺南市,110407,國立玉井工商,43,35,3,0,10,11,33,601,296,194,102
105,11,臺南市,110409,國立臺南高工,142,75,49,22,27,27,87,2456,338,858,111
105,11,臺南市,110410,國立曾文農工,70,67,9,5,17,19,54,1141,499,372,188
105,11,臺南市,111419,私立陽明工商,23,12,11,4,5,11,26,482,237,195,106
105,11,臺南市,111427,私立育德工家,41,32,6,2,4,11,38,644,599,235,186
105,12,高雄市,120401,國立旗山農工,55,46,0,0,16,14,39,926,289,293,96
105,12,高雄市,120402,國立岡山農工,88,70,51,21,15,22,69,1582,575,489,218
105,12,高雄市,120409,國立鳳山商工,73,81,6,5,13,22,77,1120,1361,295,473
105,12,高雄市,121405,私立中山工商,157,197,14,9,18,41,182,6061,3675,1963,1032
105,12,高雄市,121410,私立旗美商工,8,2,12,5,2,2,11,156,56,69,34
105,12,高雄市,121413,私立高英工商,56,45,17,13,11,24,66,1757,706,523,234
105,12,高雄市,121415,私立華德工家,21,12,7,5,3,2,31,440,232,160,95
105,12,高雄市,121417,私立高苑工商,51,49,41,23,11,23,72,1640,690,486,233
105,13,屏東縣,130401,國立內埔農工,56,44,0,1,14,14,37,737,361,202,132
105,13,屏東縣,130403,國立屏東高工,99,75,19,11,21,17,70,1677,359,541,93
105,13,屏東縣,130404,國立佳冬高農,39,63,14,13,11,15,44,785,510,242,207
105,13,屏東縣,130410,國立東港海事,43,50,6,1,11,16,39,902,440,256,172
105,13,屏東縣,130417,國立恆春工商,44,52,9,16,8,11,39,537,461,137,130
105,13,屏東縣,131409,私立民生家商,20,32,29,45,4,18,44,719,816,230,304
105,13,屏東縣,131416,私立華洲工家,8,6,12,12,5,8,15,178,82,74,44
105,13,屏東縣,131418,私立日新工商,9,15,18,19,2,9,23,328,163,132,79
105,14,臺東縣,140404,國立關山工商,29,24,0,0,7,14,19,182,109,49,34
105,14,臺東縣,140405,國立臺東高商,36,66,11,10,7,13,41,354,681,142,217
105,14,臺東縣,140408,國立成功商水,19,16,0,0,4,11,12,160,81,54,33
105,14,臺東縣,141406,私立公東高工,38,32,3,2,9,19,39,927,524,244,131
105,15,花蓮縣,150401,國立花蓮高農,41,50,0,0,11,18,35,444,378,150,140
105,15,花蓮縣,150404,國立花蓮高工,93,57,10,9,18,20,55,1254,255,386,69
105,15,花蓮縣,150405,國立花蓮高商,33,60,7,17,4,15,39,408,747,142,251
105,15,花蓮縣,150411,國立光復商工,22,22,1,4,7,11,17,175,140,49,45
105,15,花蓮縣,151410,花蓮縣上騰工商,19,16,11,9,6,6,27,313,206,86,43
105,16,澎湖縣,160401,國立澎湖海事水產,57,51,6,1,16,18,46,843,467,195,156
105,17,基隆市,170403,國立基隆海事,56,60,3,6,13,19,48,890,457,207,175
105,17,基隆市,170404,國立基隆商工,71,86,9,18,9,21,67,1013,1007,294,388
105,17,基隆市,171405,私立光隆家商,18,26,24,19,3,5,36,423,821,85,173
105,17,基隆市,171407,私立培德工家,10,13,2,1,2,4,18,333,141,110,82
105,18,新竹市,180403,國立新竹高商,25,79,13,25,6,16,48,626,1180,173,404
105,18,新竹市,180404,國立新竹高工,69,64,9,13,8,23,51,1298,407,425,155
105,19,臺中市,190404,國立臺中家商,52,119,5,6,9,16,83,550,1961,138,736
105,19,臺中市,190406,國立興大附農,52,109,32,48,16,21,84,1312,1365,461,471
105,19,臺中市,190407,國立臺中高工,158,100,73,19,28,31,110,3227,508,1083,172
105,19,臺中市,191412,財團法人光華高工,47,33,14,11,13,16,50,1606,257,610,90
105,20,嘉義市,200401,國立華南高商,36,72,1,2,5,16,42,563,920,164,363
105,20,嘉義市,200405,國立嘉義高工,152,71,17,10,21,23,96,2247,726,772,219
105,20,嘉義市,200406,國立嘉義高商,43,68,6,9,1,20,45,472,1075,164,391
105,20,嘉義市,200407,國立嘉義家職,17,81,1,9,7,13,42,139,1095,0,418
105,20,嘉義市,201408,私立東吳工家,55,63,15,39,16,16,84,1595,1979,485,560
105,21,臺南市,210408,國立臺南高商,50,101,7,19,6,16,66,614,1454,156,574
105,21,臺南市,210416,國立臺南海事,44,30,15,15,12,9,34,843,334,260,105
105,21,臺南市,211407,私立南英商工,40,49,56,44,10,23,65,1730,777,490,215
105,21,臺南市,211412,私立亞洲餐旅,18,21,12,12,4,6,30,724,558,206,174
105,21,臺南市,211419,私立慈幼工商,44,24,26,9,13,13,45,1403,317,457,91
105,30,臺北市,311401,私立育達家商,48,124,94,95,1,18,146,3067,4136,719,1050
105,30,臺北市,323401,市立松山家商,41,102,8,4,3,19,66,663,1444,268,632
105,30,臺北市,323402,市立松山工農,111,95,6,8,15,28,70,2051,469,637,169
105,30,臺北市,331402,私立東方工商,11,24,1,4,1,5,18,189,286,102,148
105,30,臺北市,331403,私立喬治工商,12,20,7,7,6,4,22,196,369,59,121
105,30,臺北市,331404,私立開平餐飲,32,35,0,0,1,10,35,913,537,280,143
105,30,臺北市,333401,市立大安高工,146,114,20,7,23,29,101,3000,481,1024,184
105,30,臺北市,341402,私立稻江護家,15,57,10,26,6,16,45,0,1812,0,617
105,30,臺北市,351402,私立開南商工,34,37,30,12,10,15,50,1324,275,481,118
105,30,臺北市,361401,私立稻江高商,30,49,19,11,6,15,42,652,834,248,335
105,30,臺北市,383401,市立木柵高工,95,75,4,1,19,22,57,1718,302,447,110
105,30,臺北市,393401,市立南港高工,113,95,6,3,33,22,72,2112,297,809,103
105,30,臺北市,403401,市立內湖高工,87,64,0,0,21,17,58,1672,308,496,90
105,30,臺北市,411401,私立華岡藝校,10,22,74,92,0,7,18,210,633,64,181
105,30,臺北市,413401,市立士林高商,62,136,0,5,8,19,84,891,1862,274,807
105,30,臺北市,421404,私立惇敘工商,36,17,4,4,7,5,31,936,64,276,40
105,50,高雄市,521401,私立中華藝校,28,28,27,53,10,17,33,431,864,98,221
105,50,高雄市,533401,市立海青工商,84,90,3,5,16,18,65,1169,1129,351,400
105,50,高雄市,533402,市立三民家商,44,101,1,4,1,20,57,581,1507,119,519
105,50,高雄市,551402,私立樹德家商,61,150,55,102,6,31,154,2195,4344,737,1461
105,50,高雄市,553401,市立高雄高工,143,90,9,7,17,20,92,2808,439,907,156
105,50,高雄市,563401,市立高雄高商,42,108,5,15,4,15,67,605,1620,202,549
105,50,高雄市,581401,私立國際商工,7,7,9,3,2,4,7,139,34,70,22
105,50,高雄市,581402,私立三信家商,42,92,67,87,5,21,112,1686,2187,558,816
105,50,高雄市,593401,市立中正高工,109,73,1,2,10,27,76,2141,354,661,148
105,50,高雄市,610405,國立高餐大附屬餐旅中學,9,26,0,0,1,0,6,54,118,0,0
105,50,高雄市,611401,私立高鳳工家,12,5,5,5,0,5,14,121,67,38,20
105,71,金門縣,710401,國立金門農工,59,27,13,2,19,14,40,678,425,131,133
105,30,臺北市,351B09,私立南華高中進修學校,8,19,10,10,5,8,34,573,533,170,164
105,30,臺北市,361B09,私立志仁中學進修學校,8,11,24,32,1,7,42,825,790,309,246
105,1,新北市,011C71,私立光華高商進修學校,4,7,8,12,3,5,16,355,268,132,109
105,21,臺南市,210C01,國立成功大學附設高工進修學校,19,15,14,7,3,5,25,229,74,68,27
105,30,臺北市,350C01,國立臺北商業大學附設高商進修學校,0,0,0,0,0,0,0,0,0,21,50
105,6,臺中市,060F01,國立臺中啟明學校,0,0,0,0,0,0,1,8,6,6,10
105,7,彰化縣,070F01,國立和美實驗學校,0,0,0,0,0,0,12,163,245,66,79
105,50,高雄市,543F01,市立楠梓特殊學校,0,0,0,0,0,0,3,0,35,0,0
105,3,桃園市,030G92,國立桃園農工進校分校,0,0,2,0,0,0,6,145,0,0,0
105,3,桃園市,031G91,私立宏德高商進修學校,0,0,10,5,0,0,3,94,0,25,0
105,7,彰化縣,070G92,國立二林工商進校分校,0,0,6,9,0,0,3,39,0,21,0
105,7,彰化縣,074G91,縣立田中高中附設進修部學校,0,0,5,3,0,0,6,130,57,0,0
105,11,臺南市,111G91,私立樹德高中進修學校,0,0,13,1,0,0,3,79,0,33,0
105,15,花蓮縣,151G91,私立正德高中進修學校,0,0,36,2,0,0,3,70,0,26,0
106,30,臺北市,400144,國立臺灣戲曲學院附設高職部,30,45,126,96,0,0,21,156,302,40,94
106,14,臺東縣,140222,國立臺東專科學校附設高職部,44,37,0,0,0,0,36,669,268,119,52
106,1,新北市,10301,國立華僑高級中等學校,49,88,6,7,7,23,48,702,892,205,272
106,1,新北市,11301,私立淡江高中,41,67,0,0,9,14,37,691,727,210,243
106,1,新北市,11302,私立康橋高中,22,26,0,0,1,3,18,394,384,139,113
106,1,新北市,11306,私立金陵女中,30,81,1,1,3,19,22,0,975,0,363
106,1,新北市,11307,新北市裕德高級中等學校,20,29,6,4,3,9,5,36,30,0,0
106,1,新北市,11309,財團法人南山高中,101,117,6,10,11,24,42,1171,747,354,233
106,1,新北市,11310,財團法人恆毅高中,44,66,6,12,9,17,22,677,319,214,122
106,1,新北市,11311,私立聖心女中,11,43,1,9,3,12,9,0,357,0,127
106,1,新北市,11312,私立崇義高中,5,3,4,4,1,4,14,215,45,26,8
106,1,新北市,11314,財團法人中華高中,25,21,1,4,3,7,23,665,140,271,94
106,1,新北市,11315,私立東海高中,33,37,18,8,6,16,47,1465,340,387,118
106,1,新北市,11316,私立格致高中,68,50,8,7,6,11,43,1107,526,391,195
106,1,新北市,11317,私立醒吾高中,30,49,0,0,24,10,48,758,846,235,298
106,1,新北市,11318,私立徐匯高中,26,34,3,1,6,8,14,538,0,151,0
106,1,新北市,11322,財團法人崇光女中,18,81,0,1,2,14,17,0,751,0,249
106,1,新北市,11323,私立光仁高中,36,59,7,13,6,15,18,369,397,111,137
106,1,新北市,11324,私立竹林高中,73,86,0,6,7,17,33,691,664,225,237
106,1,新北市,11325,私立及人高中,28,31,0,0,5,13,13,282,191,137,85
106,1,新北市,11329,財團法人辭修高中,38,57,1,3,10,15,17,416,270,141,94
106,1,新北市,11399,私立時雨高中,48,34,0,0,11,18,15,407,239,134,94
106,1,新北市,13303,市立泰山高中,81,78,13,3,13,17,70,1809,646,441,191
106,1,新北市,13304,市立板橋高中,52,92,9,10,1,15,60,1216,1190,359,358
106,1,新北市,13335,市立新店高中,36,84,30,30,2,16,51,996,1009,265,280
106,1,新北市,13336,市立中和高中,41,86,0,0,4,15,54,1184,954,273,237
106,1,新北市,13337,市立新莊高中,47,86,0,0,3,15,57,1123,1075,289,316
106,1,新北市,13338,市立新北高中,47,72,8,12,9,11,51,962,975,261,235
106,1,新北市,13339,市立林口高中,46,62,0,0,0,18,45,797,889,224,325
106,1,新北市,14302,市立海山高中,77,187,0,0,5,19,34,689,587,192,167
106,1,新北市,14311,市立三重高中,57,120,6,9,7,12,42,671,816,161,233
106,1,新北市,14315,市立永平高中,52,119,0,0,7,13,36,617,707,133,169
106,1,新北市,14322,市立樹林高中,67,151,0,0,3,15,46,710,892,187,306
106,1,新北市,14326,市立明德高中,60,92,5,15,3,15,35,615,638,148,188
106,1,新北市,14332,市立秀峰高中,59,113,0,0,2,16,32,475,557,131,172
106,1,新北市,14338,市立金山高中,34,64,1,5,4,11,18,278,240,67,93
106,1,新北市,14343,市立安康高中,45,89,0,0,5,14,33,569,563,149,203
106,1,新北市,14347,市立雙溪高中,27,38,0,0,4,8,15,204,231,54,67
106,1,新北市,14348,市立石碇高中,26,48,0,0,5,6,18,270,320,69,98
106,1,新北市,14353,市立丹鳳高中,73,153,0,0,5,14,30,539,579,155,170
106,1,新北市,14356,市立清水高中,78,147,14,21,2,17,43,728,727,195,239
106,1,新北市,14357,市立三民高中,59,152,20,23,2,17,45,764,820,205,245
106,1,新北市,14362,市立錦和高中,53,138,0,0,3,13,32,572,592,167,164
106,1,新北市,14363,市立光復高中,36,91,0,0,1,11,19,329,387,93,112
106,1,新北市,14364,市立竹圍高中,37,63,0,0,1,9,20,390,354,81,62
106,1,新北市,14381,市立北大高級中學,27,45,0,0,1,8,18,368,369,95,113
106,2,宜蘭縣,20301,國立蘭陽女中,39,56,0,0,2,16,42,3,1542,0,512
106,2,宜蘭縣,20302,國立宜蘭高中,59,48,2,3,8,14,45,1504,181,461,62
106,2,宜蘭縣,20308,國立羅東高中,39,59,0,0,7,13,42,680,846,235,290
106,2,宜蘭縣,21301,私立慧燈高中,53,52,0,4,15,18,21,573,335,181,83
106,2,宜蘭縣,21310,私立中道高中,22,16,0,0,8,7,12,305,146,86,39
106,2,宜蘭縣,24322,縣立南澳高中,26,26,0,0,3,8,10,102,92,28,12
106,2,宜蘭縣,24325,縣立慈心華德福實中,10,19,0,0,5,10,3,46,55,10,14
106,3,桃園市,30302,國立龍潭高中,57,60,8,6,10,20,45,951,496,322,170
106,3,桃園市,30304,國立桃園高中,60,94,1,5,5,20,66,1334,1263,381,350
106,3,桃園市,30305,國立中央大學附屬中壢高中,64,79,18,32,3,21,60,1268,1144,369,345
106,3,桃園市,30306,國立武陵高中,64,87,17,50,5,19,63,1427,1062,432,371
106,3,桃園市,30316,國立楊梅高中,52,64,0,0,7,17,48,1040,677,272,239
106,3,桃園市,30325,國立陽明高中,44,97,5,10,4,23,60,1171,1229,314,389
106,3,桃園市,30327,國立內壢高中,43,92,0,0,4,19,57,1107,1159,280,360
106,3,桃園市,31301,私立漢英高中,5,3,10,1,6,14,12,136,85,40,21
106,3,桃園市,31309,桃園市育達高中,74,132,8,29,9,18,152,2678,3678,878,1139
106,3,桃園市,31310,私立六和高中,45,84,4,0,8,14,30,761,451,265,147
106,3,桃園市,31311,桃園市復旦高中,54,93,5,6,6,16,36,859,764,274,265
106,3,桃園市,31312,桃園市治平高中,113,121,47,34,9,35,152,3405,2822,1027,870
106,3,桃園市,31313,桃園市振聲高中,76,106,14,10,10,17,76,1447,1972,463,621
106,3,桃園市,31317,私立光啟高中,38,38,23,6,3,12,53,1412,428,502,184
106,3,桃園市,31318,桃園市啟英高中,110,142,36,24,7,23,156,3973,3398,1184,1039
106,3,桃園市,31319,桃園市清華高中,22,19,7,3,8,11,33,590,195,214,115
106,3,桃園市,31320,桃園市新興高中,119,169,7,8,4,28,147,3889,2882,1276,913
106,3,桃園市,31323,私立至善高中,21,25,0,0,7,17,28,483,290,143,103
106,3,桃園市,31324,桃園市大興高中,46,38,0,0,3,6,55,1443,514,366,189
106,3,桃園市,31326,私立大華高中,17,38,3,3,6,9,6,152,113,45,32
106,3,桃園市,34306,市立南崁高中,31,70,0,0,3,14,42,742,821,246,260
106,3,桃園市,34312,市立大溪高中,31,50,0,0,4,12,33,633,589,200,171
106,3,桃園市,34314,市立壽山高中,64,79,0,0,4,14,54,826,1199,216,390
106,3,桃園市,34319,市立平鎮高中,46,72,0,0,4,12,48,916,897,296,258
106,3,桃園市,34332,市立觀音高中,51,86,3,7,6,13,25,505,389,141,112
106,3,桃園市,34335,市立新屋高級中等學校,34,67,0,0,3,8,7,122,73,0,0
106,3,桃園市,34347,市立永豐高中,52,127,0,0,1,19,35,684,634,208,194
106,3,桃園市,34399,市立大園國際高中,51,65,0,0,2,11,45,641,1083,203,361
106,4,新竹縣,40302,國立竹東高中,39,70,8,4,6,15,48,899,849,245,284
106,4,新竹縣,40304,國立關西高中,24,48,4,1,8,13,27,468,466,154,169
106,4,新竹縣,40308,國立竹北高中,48,90,10,14,5,23,57,1128,923,324,317
106,4,新竹縣,41303,私立義民高中,40,64,16,18,2,17,44,1060,1027,343,344
106,4,新竹縣,41305,私立忠信高中,31,38,4,3,2,3,36,706,546,311,306
106,4,新竹縣,41306,私立東泰高中,40,35,8,4,7,14,56,1033,713,289,195
106,4,新竹縣,41307,私立仰德高中,27,37,6,6,5,14,46,920,644,212,138
106,4,新竹縣,44311,縣立六家高級中學,24,59,0,0,0,5,20,349,436,0,0
106,4,新竹縣,44320,縣立湖口高中,44,104,2,4,6,11,18,326,323,101,112
106,5,苗栗縣,50303,國立苗栗高中,35,58,5,4,7,14,42,695,860,209,269
106,5,苗栗縣,50310,國立竹南高中,33,70,2,3,7,19,42,817,808,220,216
106,5,苗栗縣,50314,國立卓蘭高中,44,65,0,0,6,18,33,362,657,101,223
106,5,苗栗縣,50315,國立苑裡高中,34,53,3,3,5,13,36,542,722,153,255
106,5,苗栗縣,51302,私立君毅高中,41,69,7,3,14,11,50,1043,789,309,237
106,5,苗栗縣,51305,私立大成高中,7,12,4,5,7,5,31,226,283,52,79
106,5,苗栗縣,51306,私立建臺高中,48,63,1,8,6,11,35,729,653,250,227
106,5,苗栗縣,51307,私立全人實驗高中,6,3,0,0,0,2,3,20,9,1,5
106,5,苗栗縣,54308,縣立三義高中,24,46,0,0,2,6,13,161,241,33,61
106,5,苗栗縣,54309,縣立苑裡高中,47,91,0,0,6,12,21,303,342,80,102
106,5,苗栗縣,54317,縣立興華高中,36,76,0,0,4,11,18,283,295,78,96
106,5,苗栗縣,54333,縣立大同高中,12,34,0,0,1,6,12,206,209,53,72
106,6,臺中市,60322,國立興大附中,53,46,2,1,3,18,42,874,805,292,247
106,6,臺中市,60323,國立中科實驗高級中學,24,27,0,0,2,10,12,205,162,72,42
106,6,臺中市,61301,財團法人常春藤高中,26,29,15,7,3,8,22,458,475,175,172
106,6,臺中市,61306,私立明台高中,51,89,11,14,8,17,83,1450,1915,450,680
106,6,臺中市,61309,私立致用高中,76,97,5,6,8,21,84,2205,1393,687,536
106,6,臺中市,61310,私立大明高中,64,85,17,27,8,22,76,1678,1550,554,544
106,6,臺中市,61311,私立嘉陽高中,40,50,30,31,9,2,70,1590,867,566,345
106,6,臺中市,61313,私立明道高中,154,192,4,5,10,46,93,2321,2258,755,761
106,6,臺中市,61314,私立僑泰高中,110,129,13,15,15,27,135,3130,2914,1093,1033
106,6,臺中市,61315,私立華盛頓高中,39,60,9,0,2,18,23,504,492,169,142
106,6,臺中市,61316,私立青年高中,65,100,41,47,5,24,97,2083,1296,504,441
106,6,臺中市,61317,私立弘文高中,54,76,4,3,15,17,35,799,719,291,231
106,6,臺中市,61318,私立立人高中,46,82,11,8,5,23,48,1032,1187,338,363
106,6,臺中市,61319,私立玉山高中,12,24,0,0,4,17,28,374,269,161,146
106,6,臺中市,61321,私立慈明高中,57,89,12,11,7,23,75,1461,1456,527,476
106,6,臺中市,63303,市立大甲高中,45,66,0,0,14,14,42,676,820,201,295
106,6,臺中市,63305,市立清水高中,43,56,0,0,3,14,42,686,905,238,263
106,6,臺中市,63312,市立豐原高中,46,64,0,0,4,17,45,738,938,253,261
106,6,臺中市,64308,市立后綜高中,53,107,0,0,4,12,30,457,566,140,163
106,6,臺中市,64324,市立大里高中,33,71,0,0,5,13,21,368,411,104,126
106,6,臺中市,64328,市立新社高中,45,80,0,0,3,14,25,440,439,96,99
106,6,臺中市,64336,市立長億高中,41,73,0,0,3,13,24,397,438,143,129
106,6,臺中市,64342,市立中港高中,51,83,0,0,4,15,20,350,387,106,107
106,6,臺中市,64350,市立龍津高中,20,43,0,0,4,3,6,59,94,0,0
106,7,彰化縣,70301,國立彰化女中,39,62,6,9,4,19,45,0,1772,0,587
106,7,彰化縣,70304,國立員林高中,56,61,3,4,7,17,51,757,1244,248,403
106,7,彰化縣,70307,國立彰化高中,79,65,12,18,7,20,63,2377,73,721,24
106,7,彰化縣,70316,國立鹿港高中,48,55,2,5,8,15,48,866,813,295,283
106,7,彰化縣,70319,國立溪湖高中,46,61,0,0,9,14,45,710,978,234,338
106,7,彰化縣,71311,私立精誠高中,68,68,5,3,4,15,30,777,610,258,190
106,7,彰化縣,71317,私立文興高中,34,58,4,3,4,18,25,487,657,159,245
106,7,彰化縣,71318,財團法人正德高中,25,31,9,11,5,16,32,463,679,134,292
106,7,彰化縣,74308,縣立彰化藝術高中,44,78,0,0,6,10,28,398,485,104,156
106,7,彰化縣,74313,縣立二林高中,53,88,0,0,6,8,15,246,238,87,75
106,7,彰化縣,74323,縣立和美高中,55,99,0,0,3,12,19,274,369,91,81
106,7,彰化縣,74328,縣立田中高中,49,70,0,0,5,7,13,237,208,60,60
106,7,彰化縣,74339,縣立成功高中,47,65,0,0,3,10,15,222,207,64,60
106,8,南投縣,80302,國立南投高中,60,57,3,0,12,16,45,823,696,268,220
106,8,南投縣,80305,國立中興高中,37,62,0,0,4,16,42,663,688,218,157
106,8,南投縣,80307,國立竹山高中,44,63,0,0,13,15,42,663,652,165,184
106,8,南投縣,80308,國立暨大附中,37,47,4,2,4,15,39,536,696,127,210
106,8,南投縣,81311,私立五育高中,14,14,0,0,8,8,20,288,297,73,73
106,8,南投縣,81312,私立三育高中,14,6,1,1,0,8,5,58,46,16,16
106,8,南投縣,81313,私立弘明實驗高中,9,12,4,5,9,8,3,51,55,21,17
106,8,南投縣,81314,私立普台高中,25,37,0,0,10,13,16,350,244,104,62
106,8,南投縣,84309,縣立旭光高中,60,101,0,0,3,11,21,302,397,109,117
106,9,雲林縣,90305,國立斗六高中,58,54,1,2,10,12,48,760,964,275,309
106,9,雲林縣,90306,國立北港高中,32,48,0,0,5,13,32,430,591,149,166
106,9,雲林縣,90315,國立虎尾高中,44,47,6,5,5,16,42,736,785,239,263
106,9,雲林縣,91307,私立永年高中,28,30,0,0,6,11,17,423,236,150,99
106,9,雲林縣,91308,私立正心高中,65,75,1,6,12,14,27,627,546,217,162
106,9,雲林縣,91311,私立文生高中,15,15,0,0,4,6,8,165,122,59,38
106,9,雲林縣,91312,私立巨人高中,7,11,0,0,1,5,15,176,424,56,134
106,9,雲林縣,91316,私立揚子高中,28,40,0,0,5,8,20,472,348,140,108
106,9,雲林縣,91318,財團法人義峰高中,21,19,10,12,4,14,33,684,479,159,160
106,9,雲林縣,91319,私立福智高中,4,24,0,0,3,8,12,171,235,62,72
106,9,雲林縣,91320,雲林縣維多利亞實驗高中,14,11,0,0,5,12,6,50,43,23,15
106,9,雲林縣,94301,縣立斗南高中,48,76,0,0,5,11,18,301,281,83,115
106,9,雲林縣,94307,縣立麥寮高中,59,77,0,0,2,13,21,351,253,95,80
106,9,雲林縣,94308,縣立古坑華德福實驗高級中學,14,10,4,3,1,0,3,16,11,3,2
106,10,嘉義縣,100301,國立東石高中,58,39,1,0,13,11,38,878,407,279,150
106,10,嘉義縣,100302,國立新港藝術高中,19,21,4,3,2,11,18,235,266,60,91
106,10,嘉義縣,101303,私立同濟高中,12,8,1,2,6,3,10,155,144,63,32
106,10,嘉義縣,101304,私立協同高中,48,49,2,3,10,12,22,489,485,172,136
106,10,嘉義縣,104319,縣立竹崎高中,39,54,0,0,1,8,13,209,196,48,48
106,10,嘉義縣,104326,縣立永慶高中,33,39,3,1,3,4,12,152,201,41,68
106,11,臺南市,110302,國立新豐高中,36,53,0,0,7,14,39,537,655,182,231
106,11,臺南市,110308,國立臺南大學附中,47,61,8,5,11,16,48,763,976,237,336
106,11,臺南市,110311,國立北門高中,31,39,5,0,9,9,30,512,552,122,165
106,11,臺南市,110312,國立新營高中,32,56,0,0,6,14,33,411,660,121,204
106,11,臺南市,110314,國立後壁高中,34,48,4,5,8,14,30,446,370,136,126
106,11,臺南市,110315,國立善化高中,33,46,0,0,10,9,32,574,474,171,143
106,11,臺南市,110317,國立新化高中,44,41,4,4,4,14,36,547,799,127,225
106,11,臺南市,110328,國立南科國際實驗高中,35,60,7,11,4,18,15,206,167,71,54
106,11,臺南市,111313,私立南光高中,32,48,0,0,4,7,24,545,495,167,148
106,11,臺南市,111318,私立鳳和高中,8,8,0,0,1,4,5,117,84,23,23
106,11,臺南市,111320,私立港明高中,82,42,3,2,2,11,43,1146,724,366,226
106,11,臺南市,111321,臺南市興國高中,60,60,0,0,2,14,31,724,532,274,183
106,11,臺南市,111322,私立明達高中,19,9,0,5,3,5,8,164,152,49,44
106,11,臺南市,111323,私立黎明高中,48,35,9,10,4,16,23,526,469,189,149
106,11,臺南市,111326,私立新榮高中,17,13,0,0,5,7,29,356,155,165,74
106,11,臺南市,114306,市立大灣高中,47,120,8,12,6,8,18,381,350,118,114
106,11,臺南市,114307,市立永仁高中,30,77,0,0,3,10,12,215,222,66,84
106,12,高雄市,120303,國立鳳山高中,52,74,1,8,3,18,54,1177,895,383,232
106,12,高雄市,120304,國立岡山高中,39,67,0,0,4,14,45,775,817,235,276
106,12,高雄市,120311,國立旗美高中,19,51,6,10,5,13,29,389,524,93,181
106,12,高雄市,120319,國立鳳新高中,50,87,17,55,5,17,57,1065,1060,332,317
106,12,高雄市,121306,財團法人新光高中,8,7,0,0,7,11,19,171,138,58,51
106,12,高雄市,121307,財團法人普門中學,25,32,5,13,4,9,15,254,133,65,40
106,12,高雄市,121318,私立正義高中,10,27,9,3,0,7,14,274,229,43,35
106,12,高雄市,121320,私立義大國際高中,16,20,20,41,3,6,6,137,103,39,37
106,12,高雄市,124302,市立文山高中,41,84,1,3,4,12,24,383,440,115,137
106,12,高雄市,124311,市立林園高中,69,113,0,0,5,14,18,281,325,108,103
106,12,高雄市,124313,市立仁武高中,52,69,5,5,4,11,21,335,293,81,93
106,12,高雄市,124322,市立路竹高中,48,96,10,14,4,13,21,326,300,75,101
106,12,高雄市,124333,市立六龜高中,16,26,0,0,4,3,6,72,59,15,6
106,12,高雄市,124340,市立福誠高中,42,95,6,12,5,10,21,366,385,117,106
106,13,屏東縣,130302,國立屏東女中,36,74,15,42,4,17,48,15,1711,2,541
106,13,屏東縣,130305,國立屏東高中,56,58,0,0,8,17,57,1935,65,599,15
106,13,屏東縣,130306,國立潮州高中,40,56,0,0,4,18,42,614,866,222,257
106,13,屏東縣,130322,國立屏北高中,29,38,0,0,5,11,30,290,634,104,200
106,13,屏東縣,131307,財團法人屏榮高中,52,66,13,23,5,8,76,1695,1484,431,440
106,13,屏東縣,131308,私立陸興高中,16,9,9,4,2,11,13,287,172,82,75
106,13,屏東縣,131311,私立美和高中,39,26,2,1,4,9,21,518,279,160,81
106,13,屏東縣,134304,縣立大同高中,43,81,0,1,1,12,21,254,478,78,134
106,13,屏東縣,134321,縣立枋寮高中,33,55,0,0,5,8,13,182,194,34,46
106,13,屏東縣,134324,縣立東港高中,85,94,0,0,3,10,20,324,351,99,105
106,13,屏東縣,134334,縣立來義高中,24,30,0,0,2,6,12,146,93,29,18
106,14,臺東縣,140301,國立臺東大學附屬體育高中,23,21,0,0,9,12,9,159,70,35,12
106,14,臺東縣,140302,國立臺東女中,27,40,0,0,3,13,27,7,918,4,293
106,14,臺東縣,140303,國立臺東高中,43,40,0,0,5,13,33,937,39,275,4
106,14,臺東縣,141301,臺東縣均一高中,13,10,0,0,6,7,3,40,34,0,0
106,14,臺東縣,141307,私立育仁高中,8,8,7,1,0,9,8,64,95,12,35
106,14,臺東縣,144322,縣立蘭嶼高中,15,11,0,0,5,4,3,36,17,6,0
106,15,花蓮縣,150302,國立花蓮女中,38,43,11,7,2,15,33,5,1120,1,365
106,15,花蓮縣,150303,國立花蓮高中,41,52,8,25,5,12,39,1283,36,350,13
