學年度,縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
107,19,臺中市,194303,市立臺中二中,76,86,0,0,8,22,69,1792,841,570,273
107,19,臺中市,194315,市立文華高中,52,84,3,23,4,22,60,798,1497,263,493
107,20,嘉義市,200302,國立嘉義女中,44,64,6,15,6,16,48,0,1718,0,583
107,20,嘉義市,200303,國立嘉義高中,73,76,13,28,7,22,66,2130,159,699,49
107,20,嘉義市,201304,私立興華高中,43,64,0,0,8,17,38,848,767,345,326
107,20,嘉義市,201309,私立仁義高中,5,3,0,0,2,1,11,183,91,43,29
107,20,嘉義市,201310,私立嘉華高中,25,26,6,2,6,4,16,300,219,188,112
107,20,嘉義市,201312,私立輔仁高中,44,37,0,0,6,15,20,465,343,181,120
107,20,嘉義市,201313,私立宏仁女中,9,20,2,2,2,9,6,0,247,0,131
107,20,嘉義市,201314,私立立仁高中,11,8,0,3,6,8,9,169,205,67,63
107,21,臺南市,210303,國立臺南二中,54,78,7,4,3,20,57,1454,716,460,229
107,21,臺南市,210305,國立臺南一中,87,64,0,0,5,20,61,2183,61,738,28
107,21,臺南市,210306,國立臺南女中,46,87,3,16,6,18,57,14,2125,2,732
107,21,臺南市,210309,國立家齊高中,39,85,0,0,6,17,52,371,1472,27,590
107,21,臺南市,211301,私立長榮高中,97,108,13,11,35,21,90,2085,1401,849,670
107,21,臺南市,211302,私立長榮女中,10,30,6,13,7,14,28,209,984,42,474
107,21,臺南市,211304,財團法人聖功女中,33,63,0,4,2,27,19,0,845,0,329
107,21,臺南市,211310,臺南市光華高中,16,58,0,0,1,15,37,399,955,165,435
107,21,臺南市,211314,私立六信高中,15,13,0,0,6,3,30,311,262,124,92
107,21,臺南市,211315,私立瀛海高中,44,39,0,0,3,11,24,630,384,261,127
107,21,臺南市,211317,私立崑山高中,17,23,14,11,2,11,26,278,196,193,101
107,21,臺南市,211318,私立德光高中,39,76,3,4,3,26,24,506,594,171,191
107,21,臺南市,211320,財團法人慈濟高中,33,57,1,3,7,12,18,309,262,94,93
107,21,臺南市,213303,市立南寧高中,30,45,0,0,4,6,12,203,185,63,74
107,21,臺南市,213316,市立土城高中,15,36,5,9,1,6,9,126,137,40,58
107,30,臺北市,313301,市立西松高中,43,70,0,0,8,15,33,669,399,207,137
107,30,臺北市,313302,市立中崙高中,39,105,3,5,6,17,30,545,542,197,169
107,30,臺北市,321399,臺北市私立協和祐德高級中學,37,22,0,0,5,14,37,770,179,452,135
107,30,臺北市,323301,市立松山高中,60,98,2,3,3,23,63,1160,1116,381,372
107,30,臺北市,323302,市立永春高中,43,84,6,6,4,20,48,777,932,244,265
107,30,臺北市,330301,國立師大附中,83,137,37,84,10,39,80,2026,963,645,344
107,30,臺北市,331301,私立延平中學,51,63,0,0,7,11,29,844,532,286,176
107,30,臺北市,331302,私立金甌女中,24,65,12,8,4,8,37,0,1414,0,605
107,30,臺北市,331304,私立復興實驗高中,33,46,0,0,7,15,9,228,199,62,73
107,30,臺北市,333301,市立和平高中,60,93,0,0,6,20,42,825,624,271,195
107,30,臺北市,341301,私立中興中學,1,1,0,0,2,1,2,32,15,39,37
107,30,臺北市,341302,私立大同高中,27,24,13,11,10,9,26,787,406,208,170
107,30,臺北市,343301,市立中山女中,57,118,5,11,4,23,68,0,2438,0,829
107,30,臺北市,343302,市立大同高中,50,128,7,19,6,22,48,823,925,321,240
107,30,臺北市,343303,市立大直高中,53,93,5,4,6,20,30,555,507,186,165
107,30,臺北市,351301,私立強恕中學,14,12,4,8,6,7,29,363,506,136,109
107,30,臺北市,353301,市立建國中學,116,107,3,6,10,25,86,3214,0,1072,0
107,30,臺北市,353302,市立成功中學,70,98,3,28,4,22,68,2521,0,832,0
107,30,臺北市,353303,市立北一女中,60,119,4,13,3,24,70,0,2600,0,917
107,30,臺北市,361301,私立靜修女中,15,73,0,3,4,8,23,2,930,0,613
107,30,臺北市,363301,市立明倫高中,48,77,6,9,8,15,48,805,861,250,272
107,30,臺北市,363302,市立成淵高中,49,116,0,0,7,21,36,717,577,241,177
107,30,臺北市,371301,私立立人高中,1,0,0,0,0,0,0,1,0,17,7
107,30,臺北市,373301,市立華江高中,48,78,3,6,4,18,50,780,993,244,291
107,30,臺北市,373302,市立大理高中,47,69,0,0,7,19,27,467,468,141,157
107,30,臺北市,380301,國立政大附中,25,55,0,0,4,16,18,337,333,122,94
107,30,臺北市,381301,私立東山高中,65,92,0,0,6,26,39,1124,670,338,271
107,30,臺北市,381302,私立滬江高中,27,33,19,7,4,14,32,582,269,299,187
107,30,臺北市,381303,私立大誠高中,17,6,6,0,2,8,13,112,32,32,21
107,30,臺北市,381304,私立再興中學,37,57,0,0,7,14,18,458,396,168,124
107,30,臺北市,381305,私立景文高中,47,59,0,0,8,19,42,929,601,490,360
107,30,臺北市,383301,市立景美女中,41,113,4,4,8,22,60,0,2168,0,725
107,30,臺北市,383302,市立萬芳高中,46,109,4,11,7,19,33,563,589,169,173
107,30,臺北市,393301,市立南港高中,45,107,0,0,8,18,30,518,507,158,169
107,30,臺北市,393302,市立育成高中,44,88,0,0,4,18,60,926,981,278,279
107,30,臺北市,401301,私立文德女中,3,15,4,5,2,7,7,0,161,0,144
107,30,臺北市,401302,私立方濟中學,21,16,3,6,3,5,10,302,101,145,70
107,30,臺北市,401303,私立達人女中,10,48,4,10,2,13,9,0,384,0,131
107,30,臺北市,403301,市立內湖高中,49,100,2,17,7,19,62,1049,1067,362,364
107,30,臺北市,403302,市立麗山高中,36,50,2,4,8,11,33,572,383,156,136
107,30,臺北市,403303,市立南湖高中,46,77,2,2,9,19,48,861,814,279,275
107,30,臺北市,411301,私立泰北高中,36,51,14,10,6,11,40,644,568,309,263
107,30,臺北市,411302,私立衛理女中,13,57,8,7,4,20,15,0,565,0,178
107,30,臺北市,411303,私立華興中學,31,28,0,0,7,5,6,149,106,34,46
107,30,臺北市,413301,市立陽明高中,45,103,5,11,6,24,39,670,679,219,229
107,30,臺北市,413302,市立百齡高中,48,122,2,12,9,19,27,485,452,126,142
107,30,臺北市,421301,私立薇閣高中,59,74,0,0,6,9,23,529,505,160,158
107,30,臺北市,421302,私立十信高中,10,19,8,11,0,6,16,312,217,132,119
107,30,臺北市,421303,臺北市私立奎山實驗高級中學,10,9,0,0,4,4,3,61,43,13,14
107,30,臺北市,423301,市立復興高中,71,108,3,8,6,23,70,939,1230,270,369
107,30,臺北市,423302,市立中正高中,65,113,1,12,8,16,69,1280,1103,393,336
107,50,高雄市,521301,私立明誠高中,38,36,2,10,7,18,19,352,337,177,151
107,50,高雄市,521303,私立大榮高中,32,18,6,3,6,8,31,838,43,368,23
107,50,高雄市,523301,市立鼓山高中,31,82,3,5,5,12,27,351,361,105,126
107,50,高雄市,533301,市立左營高中,42,81,13,20,2,16,54,714,993,229,319
107,50,高雄市,533302,市立新莊高中,33,78,4,10,2,12,45,892,756,287,259
107,50,高雄市,540301,國立中山大學附屬國光高中,32,50,8,12,6,10,18,350,338,106,119
107,50,高雄市,543301,市立中山高中,28,67,3,8,0,15,42,680,841,235,270
107,50,高雄市,543302,市立楠梓高中,31,45,2,3,4,9,30,440,480,115,150
107,50,高雄市,551301,私立立志高中,84,66,32,13,13,18,109,2294,935,1031,454
107,50,高雄市,551303,南海月光實驗學校,0,33,0,0,0,1,3,0,53,0,23
107,50,高雄市,553301,市立高雄中學,87,85,20,59,5,19,72,2703,112,877,36
107,50,高雄市,553302,市立三民高中,31,56,0,0,4,11,36,617,638,196,197
107,50,高雄市,563301,市立新興高中,36,64,1,3,2,15,19,318,362,107,112
107,50,高雄市,573301,市立高雄女中,44,100,4,5,1,15,63,0,2452,0,838
107,50,高雄市,580301,國立高師大附中,24,60,6,12,1,18,24,569,289,190,91
107,50,高雄市,581301,私立復華高中,28,52,7,4,3,14,46,657,896,286,371
107,50,高雄市,581302,天主教道明中學,72,99,3,4,6,21,44,1032,1064,455,445
107,50,高雄市,583301,市立中正高中,38,108,1,4,4,14,33,591,579,197,192
107,50,高雄市,593301,市立前鎮高中,43,57,8,0,5,14,45,782,868,215,279
107,50,高雄市,593302,市立瑞祥高中,60,119,5,7,9,14,27,528,428,174,146
107,50,高雄市,613301,市立小港高中,42,67,1,3,5,11,45,691,809,215,280
107,71,金門縣,710301,國立金門高中,42,35,0,0,9,11,30,482,494,100,173
107,72,連江縣,720301,國立馬祖高中,15,18,0,2,9,7,12,157,128,69,46
107,1,新北市,11405,私立樹人家商,31,98,3,3,4,18,70,920,1801,242,708
107,1,新北市,11407,私立復興商工,62,55,31,28,7,22,83,1252,2504,477,869
107,1,新北市,11408,私立南強工商,45,31,27,17,12,14,53,976,648,360,268
107,1,新北市,11413,私立穀保家商,28,69,18,3,2,14,48,935,1195,328,399
107,1,新北市,11419,私立開明工商,16,15,17,21,5,8,31,585,300,232,109
107,1,新北市,11420,私立智光商工,39,51,6,11,8,22,55,1278,671,569,287
107,1,新北市,11421,私立清傳高商,7,21,2,5,4,8,13,187,247,82,102
107,1,新北市,11426,私立能仁家商,30,52,48,41,4,14,83,1228,1715,435,624
107,1,新北市,11427,私立豫章工商,20,29,13,19,5,12,40,1046,431,437,196
107,1,新北市,11431,私立莊敬工家,86,73,17,11,45,63,107,2140,2634,520,806
107,1,新北市,11432,私立中華商海,16,5,10,0,1,2,11,138,23,60,9
107,1,新北市,13402,市立瑞芳高工,76,60,0,0,20,14,56,1078,309,315,98
107,1,新北市,13430,市立三重商工,88,95,31,28,16,22,81,1658,850,553,264
107,1,新北市,13433,市立新北高工,109,90,0,0,11,22,93,2382,555,724,186
107,1,新北市,13434,市立淡水商工,75,111,6,4,18,21,85,1442,1079,408,331
107,1,新北市,14439,市立鶯歌工商,64,94,3,2,11,14,63,877,1061,181,328
107,1,新北市,14468,市立樟樹國際實中,28,70,0,0,2,9,11,98,151,0,0
107,2,宜蘭縣,20403,國立宜蘭高商,43,82,0,0,8,13,50,821,842,220,301
107,2,宜蘭縣,20404,國立羅東高商,51,63,1,2,5,15,48,650,841,190,234
107,2,宜蘭縣,20405,國立蘇澳海事,50,41,0,0,16,15,37,596,218,196,60
107,2,宜蘭縣,20407,國立羅東高工,85,37,16,4,15,18,45,1426,105,433,39
107,2,宜蘭縣,20409,國立頭城家商,38,68,0,0,7,16,48,485,643,147,198
107,3,桃園市,30403,國立北科大附屬桃園農工,99,84,17,15,23,20,83,2316,384,670,131
107,3,桃園市,31414,私立成功工商,42,41,22,16,18,24,59,1202,575,428,223
107,3,桃園市,31415,私立方曙商工,24,14,6,2,8,4,20,274,85,134,28
107,3,桃園市,31421,私立永平工商,69,106,14,15,17,20,129,2670,2134,976,886
107,3,桃園市,33407,市立中壢高商,46,107,1,6,8,14,60,761,1217,253,387
107,3,桃園市,33408,市立中壢家商,17,55,0,2,6,16,29,113,831,0,315
107,4,新竹縣,41401,私立內思高工,44,26,9,2,4,14,31,1010,242,423,80
107,5,苗栗縣,50401,國立大湖農工,50,33,0,0,13,12,31,636,259,198,83
107,5,苗栗縣,50404,國立苗栗農工,78,69,0,0,18,21,54,1448,497,385,158
107,5,苗栗縣,50407,國立苗栗高商,27,53,0,0,7,10,38,362,749,98,268
107,5,苗栗縣,51408,私立中興商工,23,20,2,5,7,9,35,672,410,269,169
107,5,苗栗縣,51411,私立育民工家,14,10,1,1,8,9,26,323,110,129,72
107,5,苗栗縣,51412,私立賢德工商,3,0,0,0,2,4,5,63,8,30,4
107,5,苗栗縣,51413,私立龍德家商,11,9,3,2,2,3,18,226,267,75,103
107,6,臺中市,63401,市立豐原高商,45,106,0,0,5,19,62,627,1123,182,380
107,6,臺中市,63402,市立大甲高工,77,41,0,0,12,20,48,1178,213,359,79
107,6,臺中市,63404,市立東勢高工,98,58,0,0,20,17,63,1467,375,457,126
107,6,臺中市,63407,市立沙鹿高工,92,66,6,8,20,17,73,1705,529,519,190
107,6,臺中市,63408,市立霧峰農工,61,49,0,0,12,18,51,1212,267,418,99
107,7,彰化縣,70401,國立彰師附工,109,63,0,0,20,16,72,2253,291,627,105
107,7,彰化縣,70402,國立永靖高工,63,41,0,0,14,16,37,1019,235,303,78
107,7,彰化縣,70403,國立二林工商,63,65,5,0,15,11,57,1040,570,301,192
107,7,彰化縣,70405,國立秀水高工,70,43,74,26,11,19,60,1670,323,523,111
107,7,彰化縣,70406,國立彰化高商,46,118,0,0,9,16,68,637,1676,180,553
107,7,彰化縣,70408,國立員林農工,53,71,0,0,12,21,52,1018,628,309,221
107,7,彰化縣,70409,國立員林崇實高工,61,38,0,0,15,17,42,1083,253,330,95
107,7,彰化縣,70410,國立員林家商,30,75,0,7,6,17,48,281,1242,72,441
107,7,彰化縣,70415,國立北斗家商,41,70,3,13,6,13,55,462,1283,138,422
107,7,彰化縣,71413,私立大慶商工,24,21,17,13,8,25,54,1092,518,498,276
107,7,彰化縣,71414,私立達德商工,66,98,28,28,11,23,109,2683,1965,1156,844
107,8,南投縣,80401,國立仁愛高農,22,28,0,0,6,9,18,208,139,85,55
107,8,南投縣,80403,國立埔里高工,62,43,7,1,10,17,39,841,219,247,85
107,8,南投縣,80404,國立南投高商,31,68,3,2,5,18,40,422,591,134,230
107,8,南投縣,80406,國立草屯商工,62,73,4,3,14,19,53,736,733,254,277
107,8,南投縣,80410,國立水里商工,32,43,0,0,11,13,36,571,434,189,139
107,8,南投縣,81409,私立同德家商,38,53,14,14,7,21,52,1056,890,385,399
107,9,雲林縣,90401,國立虎尾農工,57,46,0,0,17,13,43,979,328,295,113
107,9,雲林縣,90402,國立西螺農工,67,63,0,0,16,15,48,1236,397,376,158
107,9,雲林縣,90403,國立斗六家商,29,49,6,7,3,20,33,344,743,90,258
107,9,雲林縣,90404,國立北港農工,50,32,0,0,9,15,31,812,147,265,52
107,9,雲林縣,90413,國立土庫商工,40,43,0,0,6,15,31,388,618,109,211
107,9,雲林縣,91410,私立大成商工,52,30,4,4,7,10,58,1311,704,683,373
107,9,雲林縣,91414,私立大德工商,27,16,1,1,2,6,28,405,213,163,104
107,10,嘉義縣,100402,國立民雄農工,68,38,3,0,9,20,39,977,169,314,59
107,10,嘉義縣,101405,私立協志工商,67,41,22,23,10,16,83,1583,1150,578,475
107,10,嘉義縣,101406,私立萬能工商,42,30,0,0,8,10,37,1106,631,420,215
107,10,嘉義縣,101407,私立弘德工商,5,2,1,0,1,2,7,44,34,29,22
107,11,臺南市,110401,國立新化高工,54,47,0,0,12,15,39,1050,197,317,72
107,11,臺南市,110403,國立白河商工,38,35,2,3,7,16,29,363,136,137,50
107,11,臺南市,110404,國立北門農工,74,65,0,0,17,18,54,1159,478,348,157
107,11,臺南市,110405,國立曾文家商,27,48,4,7,5,13,30,215,740,56,247
107,11,臺南市,110406,國立新營高工,77,39,13,2,15,16,46,1094,304,315,106
107,11,臺南市,110407,國立玉井工商,40,35,2,0,12,10,30,463,218,177,100
107,11,臺南市,110409,國立臺南高工,139,74,14,8,25,24,85,2317,333,753,102
107,11,臺南市,110410,國立曾文農工,62,70,7,4,16,21,52,900,379,341,167
107,11,臺南市,111419,私立陽明工商,23,10,0,0,5,8,27,421,188,151,70
107,11,臺南市,111427,私立育德工家,24,23,0,0,5,7,30,435,422,180,178
107,12,高雄市,120401,國立旗山農工,52,49,0,0,16,15,39,896,271,272,78
107,12,高雄市,120402,國立岡山農工,91,69,4,8,14,25,66,1400,457,443,166
107,12,高雄市,120409,國立鳳山商工,72,74,0,0,13,22,77,1070,1189,268,393
107,12,高雄市,121405,私立中山工商,154,206,11,2,17,43,187,5969,3536,1985,1235
107,12,高雄市,121410,私立旗美商工,6,2,3,2,1,1,9,110,52,30,15
107,12,高雄市,121413,私立高英工商,51,39,0,0,7,24,66,1404,624,557,237
107,12,高雄市,121415,私立華德工家,17,11,3,0,5,3,28,331,212,130,61
107,12,高雄市,121417,私立高苑工商,41,37,28,20,10,18,69,1360,501,398,174
107,13,屏東縣,130401,國立內埔農工,56,41,0,0,15,14,34,615,263,167,110
107,13,屏東縣,130403,國立屏東高工,103,71,0,0,21,16,70,1587,289,481,122
107,13,屏東縣,130404,國立佳冬高農,43,57,0,0,11,16,44,646,470,205,151
107,13,屏東縣,130410,國立東港海事,41,52,7,6,14,14,39,843,444,235,158
107,13,屏東縣,130417,國立恆春工商,40,50,0,0,8,14,36,496,362,122,129
107,13,屏東縣,131409,私立民生家商,20,29,7,10,2,13,37,604,519,205,237
107,13,屏東縣,131416,私立華洲工家,5,4,8,10,6,6,10,97,33,52,22
107,13,屏東縣,131418,私立日新工商,8,10,2,4,2,9,19,247,141,107,45
107,14,臺東縣,140404,國立關山工商,29,27,0,0,8,11,21,203,114,39,28
107,14,臺東縣,140405,國立臺東高商,36,63,0,0,5,15,37,365,649,98,199
107,14,臺東縣,140408,國立成功商水,19,15,0,1,4,9,12,146,54,40,29
107,14,臺東縣,141406,私立公東高工,33,28,5,4,14,19,34,748,368,251,115
107,15,花蓮縣,150401,國立花蓮高農,43,47,0,0,13,15,35,428,348,107,114
107,15,花蓮縣,150404,國立花蓮高工,88,53,0,0,18,19,50,1083,173,320,82
107,15,花蓮縣,150405,國立花蓮高商,31,59,0,0,4,17,37,367,715,121,229
107,15,花蓮縣,150411,國立光復商工,23,20,0,0,8,8,16,139,99,45,44
107,15,花蓮縣,151410,花蓮縣上騰工商,15,14,3,2,5,5,26,283,190,64,40
107,16,澎湖縣,160401,國立澎湖海事水產,58,51,0,0,15,17,44,767,404,195,103
107,17,基隆市,170403,國立基隆海事,55,62,0,0,14,13,48,899,396,204,139
107,17,基隆市,170404,國立基隆商工,67,87,8,2,10,21,66,1017,902,268,298
107,17,基隆市,171405,私立光隆家商,12,18,0,0,3,4,34,294,533,131,286
107,17,基隆市,171407,私立培德工家,9,13,3,3,3,5,13,140,81,101,46
107,18,新竹市,180403,國立新竹高商,23,80,5,10,5,17,48,590,1117,187,385
107,18,新竹市,180404,國立新竹高工,65,69,10,13,10,21,51,1294,383,402,113
107,19,臺中市,190406,國立興大附農,48,113,0,0,14,19,81,1179,1243,401,401
107,19,臺中市,191412,財團法人光華高工,30,20,9,9,5,12,31,814,114,553,116
107,19,臺中市,193404,市立臺中家商,51,124,0,1,7,19,82,595,1822,146,620
107,19,臺中市,193407,市立臺中高工,158,102,5,3,29,32,115,3295,494,937,172
107,20,嘉義市,200401,國立華南高商,38,71,0,0,5,16,42,525,914,180,305
107,20,嘉義市,200405,國立嘉義高工,150,72,0,0,22,23,96,2225,703,687,234
107,20,嘉義市,200406,國立嘉義高商,40,71,6,6,1,20,44,482,996,138,369
107,20,嘉義市,200407,國立嘉義家職,18,80,0,0,5,15,42,219,1031,74,339
107,20,嘉義市,201408,私立東吳工家,52,68,10,11,13,13,86,1449,1876,502,647
107,21,臺南市,210408,國立臺南高商,51,98,0,0,4,16,65,634,1363,183,457
107,21,臺南市,210416,國立臺南海事,45,37,13,9,11,11,34,802,304,232,107
107,21,臺南市,211407,私立南英商工,34,47,20,9,8,23,50,1080,420,583,274
107,21,臺南市,211412,私立亞洲餐旅,16,19,7,4,3,6,26,550,466,227,173
107,21,臺南市,211419,私立慈幼工商,38,22,15,4,13,12,34,983,209,496,114
107,30,臺北市,311401,私立育達家商,51,111,65,74,1,17,122,2438,3301,818,1370
107,30,臺北市,323401,市立松山家商,39,105,4,2,6,19,57,634,1164,213,461
107,30,臺北市,323402,市立松山工農,110,88,6,7,16,29,67,1929,459,497,128
107,30,臺北市,331402,私立東方工商,6,17,9,11,5,7,17,128,190,58,85
107,30,臺北市,331403,私立喬治工商,10,10,2,6,7,5,19,135,297,27,100
107,30,臺北市,331404,私立開平餐飲,39,34,0,1,2,9,32,700,445,234,141
107,30,臺北市,333401,市立大安高工,147,120,22,10,24,27,101,2878,468,916,149
107,30,臺北市,341402,私立稻江護家,13,55,3,18,6,20,36,0,1354,0,585
107,30,臺北市,351402,私立開南商工,28,29,0,0,10,14,40,962,213,441,80
107,30,臺北市,361401,私立稻江高商,17,25,0,0,5,11,30,461,570,188,253
107,30,臺北市,383401,市立木柵高工,89,79,7,1,22,20,57,1567,324,449,88
107,30,臺北市,393401,市立南港高工,106,91,0,0,36,25,69,1936,303,559,98
107,30,臺北市,403401,市立內湖高工,89,62,0,0,13,23,58,1634,303,469,86
107,30,臺北市,411401,私立華岡藝校,13,18,49,73,1,2,18,179,621,60,203
107,30,臺北市,413401,市立士林高商,65,138,0,0,12,17,84,854,1630,212,524
107,30,臺北市,421404,私立惇敘工商,28,15,5,2,8,4,25,657,43,275,20
107,50,高雄市,521401,私立中華藝校,28,33,30,46,10,12,31,358,684,132,282
107,50,高雄市,533401,市立海青工商,86,83,2,2,18,17,64,1055,1005,319,346
107,50,高雄市,533402,市立三民家商,45,101,0,0,1,21,55,516,1331,164,451
107,50,高雄市,551402,私立樹德家商,56,133,30,60,10,29,150,1706,3655,722,1412
107,50,高雄市,553401,市立高雄高工,136,93,11,8,19,21,90,2542,408,879,125
107,50,高雄市,563401,市立高雄高商,45,105,1,3,5,15,61,540,1438,162,518
107,50,高雄市,581401,私立國際商工,1,3,10,2,1,2,6,79,58,26,6
107,50,高雄市,581402,私立三信家商,33,67,32,35,4,12,98,1374,1573,464,640
107,50,高雄市,593401,市立中正高工,107,75,5,2,12,28,77,2024,309,591,97
107,50,高雄市,610405,國立高餐大附屬餐旅中學,10,31,0,0,4,4,9,74,169,21,56
107,50,高雄市,611401,私立高鳳工家,9,5,3,1,2,6,11,112,75,39,19
107,71,金門縣,710401,國立金門農工,51,32,0,0,16,14,39,671,428,163,122
107,30,臺北市,351B09,私立南華高中進修學校,8,16,0,0,3,11,25,428,411,226,200
107,30,臺北市,361B09,私立志仁中學進修學校,7,11,26,33,1,6,42,774,750,317,279
107,1,新北市,011C71,私立光華高商進修學校,5,8,3,10,1,4,15,253,230,96,73
107,21,臺南市,210C01,國立成功大學附設高工進修學校,21,15,13,4,3,5,24,197,62,60,17
107,7,彰化縣,070F01,國立和美實驗學校,0,0,0,0,0,0,12,177,221,58,85
107,50,高雄市,543F01,市立楠梓特殊學校,0,0,0,0,0,0,4,0,18,0,0
107,3,桃園市,030G92,國立桃園農工進校分校,0,0,5,3,0,0,10,188,0,2,0
107,3,桃園市,031G91,私立宏德高商進修學校,0,0,17,5,0,0,3,92,0,27,0
107,7,彰化縣,070G92,國立二林工商進校分校,0,0,7,8,0,0,3,33,0,5,0
107,7,彰化縣,074G91,縣立田中高中附設進修部學校,0,0,3,5,0,0,7,87,52,2,1
107,11,臺南市,111G91,私立樹德高中進修學校,0,0,13,1,0,0,3,87,0,26,0
107,15,花蓮縣,151G91,私立正德高中進修學校,0,0,27,2,0,0,3,71,0,24,0
108,30,臺北市,400144,國立臺灣戲曲學院附設高職部,29,45,0,0,0,0,21,146,280,48,103
108,14,臺東縣,140222,國立臺東專科學校附設高職部,35,37,0,0,8,3,36,598,273,118,47
108,1,新北市,10301,國立華僑高級中等學校,49,87,6,4,7,19,48,654,866,215,276
108,1,新北市,11301,私立淡江高中,37,68,0,0,7,15,34,507,555,247,252
108,1,新北市,11302,私立康橋高中,22,26,0,0,1,3,18,400,361,105,137
108,1,新北市,11306,私立金陵女中,25,78,1,3,3,19,17,0,737,0,350
108,1,新北市,11307,新北市裕德高級中等學校,14,32,2,8,10,13,7,44,36,20,18
108,1,新北市,11309,財團法人南山高中,103,116,8,11,10,25,38,1031,684,391,242
108,1,新北市,11310,財團法人恆毅高中,39,58,3,3,8,15,18,487,261,179,110
108,1,新北市,11311,私立聖心女中,12,40,0,0,2,13,9,0,335,0,127
108,1,新北市,11312,私立崇義高中,5,4,0,0,2,0,8,127,30,40,12
108,1,新北市,11314,財團法人中華高中,18,15,9,6,3,6,16,363,70,176,40
108,1,新北市,11315,私立東海高中,15,24,22,10,5,13,27,781,162,411,114
108,1,新北市,11316,私立格致高中,51,43,6,4,7,10,32,633,296,317,157
108,1,新北市,11317,私立醒吾高中,22,26,6,7,7,15,33,420,468,219,230
108,1,新北市,11318,私立徐匯高中,13,26,0,0,5,7,9,304,0,174,0
108,1,新北市,11322,財團法人崇光女中,15,66,0,0,1,12,13,0,500,0,261
108,1,新北市,11323,私立光仁高中,35,57,7,7,7,14,17,378,311,106,135
108,1,新北市,11324,私立竹林高中,66,78,1,7,4,17,30,553,424,207,246
108,1,新北市,11325,私立及人高中,14,16,0,0,0,5,6,119,74,71,50
108,1,新北市,11329,財團法人辭修高中,25,47,3,2,17,21,12,287,179,139,92
108,1,新北市,11330,新北市林口康橋高中,24,31,1,0,24,27,10,123,122,0,0
108,1,新北市,11399,私立時雨高中,51,31,0,0,11,18,15,373,240,138,80
108,1,新北市,13303,市立泰山高中,84,81,0,0,16,18,70,1783,624,367,180
108,1,新北市,13304,市立板橋高中,51,92,13,16,2,19,60,1191,1146,376,380
108,1,新北市,13335,市立新店高中,38,88,6,7,2,17,51,945,965,306,320
108,1,新北市,13336,市立中和高中,40,87,0,0,4,15,54,1171,892,287,297
108,1,新北市,13337,市立新莊高中,55,80,3,5,4,14,57,1090,1057,340,327
108,1,新北市,13338,市立新北高中,45,70,0,0,11,9,51,933,943,246,323
108,1,新北市,13339,市立林口高中,45,60,0,0,1,16,45,729,852,222,265
108,1,新北市,14302,市立海山高中,81,194,0,0,5,19,33,665,553,190,218
108,1,新北市,14311,市立三重高中,46,116,5,8,5,12,42,655,772,201,252
108,1,新北市,14315,市立永平高中,45,112,0,0,6,13,36,617,690,163,218
108,1,新北市,14322,市立樹林高中,69,153,0,0,5,15,49,658,830,207,282
108,1,新北市,14326,市立明德高中,66,88,2,10,7,15,36,625,567,128,195
108,1,新北市,14332,市立秀峰高中,59,112,0,0,4,12,33,453,536,130,157
108,1,新北市,14338,市立金山高中,37,59,0,0,4,9,18,223,253,75,77
108,1,新北市,14343,市立安康高中,47,99,0,0,5,13,33,502,553,173,173
108,1,新北市,14347,市立雙溪高中,29,37,0,0,4,10,15,164,135,42,62
108,1,新北市,14348,市立石碇高中,26,47,0,0,5,6,18,246,248,78,105
108,1,新北市,14353,市立丹鳳高中,74,152,0,0,6,13,30,537,543,163,176
108,1,新北市,14356,市立清水高中,74,146,14,18,2,15,44,698,712,212,236
108,1,新北市,14357,市立三民高中,64,152,19,23,1,18,46,753,765,222,269
108,1,新北市,14362,市立錦和高中,50,131,6,14,4,12,33,569,539,161,182
108,1,新北市,14363,市立光復高中,40,83,0,0,1,11,21,320,383,82,130
108,1,新北市,14364,市立竹圍高中,41,66,0,0,1,10,21,437,348,125,115
108,1,新北市,14381,市立北大高級中學,24,50,0,0,2,7,18,363,347,104,105
108,1,新北市,14399,市立豐珠中學,3,11,0,0,3,4,2,0,14,0,0
108,2,宜蘭縣,20301,國立蘭陽女中,39,58,0,0,2,17,42,0,1399,1,507
108,2,宜蘭縣,20302,國立宜蘭高中,62,46,2,3,7,13,44,1393,171,467,63
108,2,宜蘭縣,20308,國立羅東高中,37,61,0,0,7,11,42,685,730,207,293
108,2,宜蘭縣,21301,私立慧燈高中,50,48,0,0,14,14,20,522,281,183,116
108,2,宜蘭縣,21310,私立中道高中,22,13,0,0,7,6,8,182,84,99,64
108,2,宜蘭縣,24322,縣立南澳高中,27,25,0,0,2,7,9,116,64,18,24
108,2,宜蘭縣,24325,縣立慈心華德福實中,13,17,0,0,5,9,3,40,58,11,17
108,3,桃園市,30305,國立中央大學附屬中壢高中,64,81,20,32,4,19,60,1200,1090,407,360
108,3,桃園市,31301,私立漢英高中,6,1,11,3,9,8,6,57,29,29,21
108,3,桃園市,31309,桃園市育達高中,69,112,10,30,11,16,146,2213,2931,853,1221
108,3,桃園市,31310,私立六和高中,46,81,0,0,8,15,30,671,443,278,161
